Original_Video_Frame,Output_Video_Frame,Wheel_ID,Confidence,Wheel_X1,Wheel_Y1,Wheel_X2,Wheel_Y2,Wheel_Well_Y,Clearance_Distance_px
1392,348,Wheel_2,0.84,0,161,60,274,154,7
1396,349,Wheel_1,0.91,411,139,537,264,129,10
1396,349,Wheel_2,0.85,0,161,65,274,150,11
1400,350,Wheel_1,0.9,420,139,545,264,129,10
1400,350,Wheel_2,0.86,1,161,72,274,149,12
1404,351,Wheel_1,0.9,427,138,553,264,128,10
1404,351,Wheel_2,0.86,1,160,78,274,147,13
1408,352,Wheel_1,0.9,434,138,561,264,128,10
1408,352,Wheel_2,0.88,0,159,83,274,139,20
1412,353,Wheel_1,0.9,442,138,568,265,127,11
1412,353,Wheel_2,0.88,0,159,88,274,143,16
1416,354,Wheel_1,0.9,449,138,576,266,127,11
1416,354,Wheel_2,0.87,0,159,95,275,141,18
1420,355,Wheel_1,0.9,457,139,584,267,127,12
1420,355,Wheel_2,0.89,0,160,101,275,140,20
1424,356,Wheel_1,0.9,465,140,591,269,127,13
1424,356,Wheel_2,0.89,0,160,105,274,149,11
1428,357,Wheel_1,0.9,473,142,599,270,127,15
1428,357,Wheel_2,0.87,0,161,112,274,149,12
1432,358,Wheel_1,0.9,480,144,606,271,128,16
1432,358,Wheel_2,0.88,4,161,120,274,149,12
1436,359,Wheel_1,0.9,487,145,614,271,129,16
1436,359,Wheel_2,0.88,10,161,125,274,149,12
1440,360,Wheel_1,0.9,495,145,622,271,129,16
1440,360,Wheel_2,0.88,16,161,132,274,140,21
1444,361,Wheel_1,0.9,504,146,630,271,130,16
1444,361,Wheel_2,0.88,23,161,140,274,140,21
1448,362,Wheel_1,0.9,512,146,638,272,131,15
1448,362,Wheel_2,0.89,30,161,144,274,140,21
1452,363,Wheel_1,0.9,519,147,646,272,131,16
1452,363,Wheel_2,0.89,37,161,151,273,140,21
1456,364,Wheel_1,0.9,527,148,653,271,132,16
1456,364,Wheel_2,0.89,44,162,158,273,140,22
1460,365,Wheel_1,0.9,534,147,662,271,132,15
1460,365,Wheel_2,0.89,51,161,164,273,140,21
1464,366,Wheel_1,0.9,542,147,670,272,133,14
1464,366,Wheel_2,0.89,57,161,171,273,150,11
1468,367,Wheel_1,0.9,550,147,679,272,133,14
1468,367,Wheel_2,0.89,64,161,179,274,150,11
1472,368,Wheel_1,0.9,559,146,688,272,133,13
1472,368,Wheel_2,0.89,70,161,185,274,139,22
1476,369,Wheel_1,0.9,568,146,695,271,134,12
1476,369,Wheel_2,0.89,77,161,192,274,139,22
1480,370,Wheel_1,0.9,576,146,704,271,134,12
1480,370,Wheel_2,0.89,85,161,201,274,139,22
1484,371,Wheel_1,0.89,585,147,713,271,134,13
1484,371,Wheel_2,0.89,92,161,207,274,139,22
1488,372,Wheel_1,0.89,593,147,721,272,135,12
1488,372,Wheel_2,0.9,98,161,214,274,149,12
1492,373,Wheel_1,0.89,601,147,730,272,135,12
1492,373,Wheel_2,0.9,105,161,222,274,149,12
1496,374,Wheel_1,0.9,610,147,738,272,136,11
1496,374,Wheel_2,0.89,112,161,228,274,149,12
1500,375,Wheel_1,0.9,618,147,746,272,136,11
1500,375,Wheel_2,0.9,119,161,235,274,149,12
1504,376,Wheel_1,0.89,627,147,755,272,136,11
1504,376,Wheel_2,0.9,126,161,243,275,149,12
1508,377,Wheel_1,0.89,636,147,764,273,136,11
1508,377,Wheel_2,0.89,134,160,249,275,149,11
1512,378,Wheel_1,0.89,644,147,772,273,136,11
1512,378,Wheel_2,0.89,140,160,257,274,148,12
1516,379,Wheel_1,0.9,652,147,780,273,136,11
1516,379,Wheel_2,0.9,148,159,264,274,148,11
1520,380,Wheel_1,0.9,661,146,789,273,136,10
1520,380,Wheel_2,0.88,156,159,271,274,147,12
1524,381,Wheel_1,0.9,669,146,797,273,135,11
1524,381,Wheel_2,0.89,162,158,279,273,146,12
1528,382,Wheel_1,0.9,678,146,807,274,135,11
1528,382,Wheel_2,0.9,171,157,285,273,146,11
1532,383,Wheel_1,0.9,686,146,815,273,134,12
1532,383,Wheel_2,0.89,179,156,293,273,145,11
1536,384,Wheel_1,0.9,694,145,824,273,134,11
1536,384,Wheel_2,0.9,185,155,300,273,144,11
1540,385,Wheel_1,0.9,702,145,832,273,134,11
1540,385,Wheel_2,0.89,192,155,307,273,143,12
1544,386,Wheel_1,0.9,710,145,840,273,133,12
1544,386,Wheel_2,0.89,200,154,315,272,143,11
1548,387,Wheel_1,0.9,718,145,850,273,133,12
1548,387,Wheel_2,0.89,208,153,322,271,142,11
1552,388,Wheel_1,0.9,725,144,858,273,133,11
1552,388,Wheel_2,0.89,215,153,330,271,141,12
1556,389,Wheel_1,0.9,734,144,868,273,133,11
1556,389,Wheel_2,0.89,222,152,338,270,141,11
1560,390,Wheel_1,0.9,742,144,877,273,132,12
1560,390,Wheel_2,0.89,230,152,346,270,140,12
1564,391,Wheel_1,0.9,751,144,885,274,132,12
1564,391,Wheel_2,0.89,237,152,353,270,140,12
1568,392,Wheel_1,0.9,759,143,894,274,132,11
1568,392,Wheel_2,0.89,245,151,361,269,139,12
1572,393,Wheel_1,0.9,767,143,903,274,131,12
1572,393,Wheel_2,0.9,252,150,369,269,138,12
1576,394,Wheel_1,0.9,776,143,912,274,131,12
1576,394,Wheel_2,0.89,260,150,377,269,138,12
1580,395,Wheel_1,0.9,785,143,921,274,131,12
1580,395,Wheel_2,0.89,268,149,385,268,137,12
1584,396,Wheel_1,0.91,796,143,932,274,130,13
1584,396,Wheel_2,0.9,276,149,394,268,136,13
1588,397,Wheel_1,0.9,806,142,942,274,130,12
1588,397,Wheel_2,0.89,283,149,402,268,136,13
1592,398,Wheel_1,0.9,813,142,949,273,130,12
1592,398,Wheel_2,0.9,290,148,409,267,135,13
1596,399,Wheel_1,0.9,820,142,958,273,130,12
1596,399,Wheel_2,0.91,298,148,416,267,135,13
1600,400,Wheel_1,0.9,831,143,962,273,130,13
1600,400,Wheel_2,0.9,306,147,426,267,134,13
1604,401,Wheel_1,0.9,840,142,962,274,130,12
1604,401,Wheel_2,0.9,314,147,434,267,134,13
1608,402,Wheel_1,0.89,848,143,962,273,131,12
1608,402,Wheel_2,0.89,321,146,441,266,133,13
1612,403,Wheel_1,0.89,856,143,962,273,132,11
1612,403,Wheel_2,0.9,329,145,450,266,133,12
1616,404,Wheel_1,0.88,864,143,962,275,134,9
1616,404,Wheel_2,0.9,337,144,459,266,132,12
1620,405,Wheel_1,0.87,874,145,962,277,136,9
1620,405,Wheel_2,0.9,345,144,469,266,132,12
1624,406,Wheel_1,0.85,881,147,962,278,139,8
1624,406,Wheel_2,0.9,353,143,477,266,132,11
1628,407,Wheel_1,0.83,893,150,962,279,142,8
1628,407,Wheel_2,0.9,361,142,486,266,132,10
1632,408,Wheel_1,0.83,897,151,962,278,147,4
1632,408,Wheel_2,0.9,369,141,495,265,132,9
1636,409,Wheel_1,0.83,901,151,961,278,141,10
1636,409,Wheel_2,0.9,377,140,503,265,132,8
1640,410,Wheel_2,0.89,385,140,511,265,132,8
1644,411,Wheel_2,0.9,393,140,519,265,132,8
1648,412,Wheel_2,0.9,402,139,527,265,131,8
1652,413,Wheel_2,0.9,410,139,536,264,131,8
1656,414,Wheel_2,0.9,419,138,544,264,131,7
1660,415,Wheel_2,0.9,427,138,552,264,130,8
1664,416,Wheel_2,0.9,435,137,562,265,130,7
1668,417,Wheel_2,0.9,444,136,570,265,129,7
1672,418,Wheel_2,0.91,452,137,580,266,129,8
1676,419,Wheel_2,0.89,461,138,588,267,129,9
1680,420,Wheel_2,0.9,470,140,597,269,129,11
1684,421,Wheel_2,0.89,478,143,606,271,129,14
1688,422,Wheel_2,0.9,487,144,615,270,130,14
1692,423,Wheel_2,0.9,496,144,624,271,131,13
1696,424,Wheel_2,0.89,505,144,631,271,132,12
1700,425,Wheel_2,0.9,514,146,640,271,133,13
1704,426,Wheel_2,0.89,521,147,649,271,122,25
1708,427,Wheel_2,0.9,530,147,658,270,123,24
1712,428,Wheel_2,0.89,538,146,668,271,135,11
1716,429,Wheel_2,0.9,548,147,676,271,135,12
1720,430,Wheel_2,0.9,557,147,685,271,136,11
1724,431,Wheel_2,0.9,566,147,694,270,136,11
1728,432,Wheel_2,0.9,576,147,703,269,136,11
1732,433,Wheel_2,0.9,585,147,712,269,136,11
1736,434,Wheel_2,0.9,594,147,722,270,136,11
1740,435,Wheel_2,0.9,603,147,731,270,136,11
1744,436,Wheel_2,0.9,612,147,739,269,137,10
1748,437,Wheel_2,0.9,621,147,749,270,137,10
1752,438,Wheel_2,0.89,630,147,757,270,137,10
1756,439,Wheel_2,0.9,639,147,767,270,137,10
1760,440,Wheel_2,0.89,648,147,775,270,137,10
1764,441,Wheel_2,0.9,657,146,785,269,137,9
1768,442,Wheel_2,0.89,667,146,795,270,137,9
1772,443,Wheel_2,0.9,676,146,804,270,136,10
1776,444,Wheel_2,0.9,683,146,812,270,136,10
1780,445,Wheel_2,0.9,693,146,822,269,136,10
1784,446,Wheel_2,0.9,703,145,831,269,135,10
1788,447,Wheel_2,0.9,711,145,839,269,135,10
1792,448,Wheel_2,0.9,720,145,850,269,134,11
1796,449,Wheel_2,0.89,728,145,858,269,134,11
1800,450,Wheel_2,0.9,737,146,868,268,134,12
1804,451,Wheel_2,0.89,745,146,877,268,134,12
1808,452,Wheel_2,0.9,754,146,887,268,134,12
1812,453,Wheel_2,0.9,765,146,896,269,134,12
1816,454,Wheel_2,0.9,774,146,905,269,134,12
1820,455,Wheel_2,0.9,783,146,915,269,134,12
1824,456,Wheel_2,0.9,793,146,924,269,134,12
1828,457,Wheel_2,0.9,801,146,933,268,134,12
1832,458,Wheel_2,0.89,811,146,943,269,134,12
1836,459,Wheel_2,0.89,819,146,953,269,134,12
1840,460,Wheel_2,0.89,828,146,962,268,134,12
1844,461,Wheel_2,0.89,838,146,962,269,134,12
1848,462,Wheel_2,0.89,848,146,962,270,135,11
1852,463,Wheel_2,0.88,856,146,962,271,136,10
1856,464,Wheel_2,0.87,867,146,962,273,137,9
1860,465,Wheel_2,0.87,876,148,962,276,139,9
1864,466,Wheel_2,0.86,882,151,962,277,142,9
1868,467,Wheel_2,0.85,894,152,962,277,145,7
1872,468,Wheel_2,0.86,901,153,962,278,136,17
1876,469,Wheel_2,0.82,905,153,962,277,142,11
1880,470,Wheel_2,0.79,912,155,962,277,147,8
1884,471,Wheel_2,0.77,919,157,962,277,155,2
