Original_Video_Frame,Output_Video_Frame,Wheel_ID,Confidence,Wheel_X1,Wheel_Y1,Wheel_X2,Wheel_Y2,Wheel_Well_Y,Clearance_Distance_px
1448,362,Wheel_2,0.89,0,160,104,276,139,21
1452,363,Wheel_1,0.9,477,143,605,273,127,16
1452,363,Wheel_2,0.88,0,161,110,276,139,22
1456,364,Wheel_1,0.9,484,144,612,273,128,16
1456,364,Wheel_2,0.88,2,161,118,276,139,22
1460,365,Wheel_1,0.9,492,144,620,272,128,16
1460,365,Wheel_2,0.89,7,161,123,276,139,22
1464,366,Wheel_1,0.9,499,144,627,273,129,15
1464,366,Wheel_2,0.89,11,161,129,276,139,22
1468,367,Wheel_1,0.91,507,145,635,272,130,15
1468,367,Wheel_2,0.88,17,160,137,276,139,21
1472,368,Wheel_1,0.9,514,145,641,272,130,15
1472,368,Wheel_2,0.89,23,160,141,276,139,21
1476,369,Wheel_1,0.9,520,145,648,272,131,14
1476,369,Wheel_2,0.89,30,161,146,276,139,22
1480,370,Wheel_1,0.9,527,145,656,271,131,14
1480,370,Wheel_2,0.89,36,161,152,275,139,22
1484,371,Wheel_1,0.9,534,145,664,272,132,13
1484,371,Wheel_2,0.89,42,161,159,275,139,22
1488,372,Wheel_1,0.9,542,145,672,272,132,13
1488,372,Wheel_2,0.89,49,161,165,275,139,22
1492,373,Wheel_1,0.9,549,145,679,272,132,13
1492,373,Wheel_2,0.89,55,161,172,275,138,23
1496,374,Wheel_1,0.9,556,145,687,272,133,12
1496,374,Wheel_2,0.89,61,161,178,275,138,23
1500,375,Wheel_1,0.9,564,145,694,272,133,12
1500,375,Wheel_2,0.89,68,161,185,275,149,12
1504,376,Wheel_1,0.9,572,145,702,271,133,12
1504,376,Wheel_2,0.89,74,161,192,275,149,12
1508,377,Wheel_1,0.9,579,145,709,272,134,11
1508,377,Wheel_2,0.89,80,161,199,275,149,12
1512,378,Wheel_1,0.9,588,146,717,272,134,12
1512,378,Wheel_2,0.89,86,161,205,276,149,12
1516,379,Wheel_1,0.9,595,146,724,272,134,12
1516,379,Wheel_2,0.89,93,161,212,276,149,12
1520,380,Wheel_1,0.9,602,146,732,272,135,11
